Gene name,Gene start (bp),Gene end (bp),Chromosome/scaffold name
WHAMMP1,32519848,32536926,15
,77784610,77785070,15
,77787193,77788674,15
,77916522,77922019,15
RN7SL214P,77916718,77916982,15
,77954075,77963654,15
,77993405,77995289,15
SNORA63,78091172,78091297,15
CIB2,78104606,78131535,15
IDH3A,78131498,78171945,15
,78141243,78143173,15
RPL5P3,71063101,71063989,15
HMGB1P6,71164770,71165415,15
DNM1P41,84166547,84169896,15
,84171178,84173194,15
CSPG4P11,84186752,84197384,15
RN7SL331P,84205454,84205700,15
UBE2Q2P8,84255913,84256014,15
,84389729,84395903,15
RN7SL417P,84394072,84394336,15
,84394512,84395514,15
CSPG4P5,84401807,84408005,15
UBE2Q2P11,84412773,84421837,15
,84422618,84425882,15
Metazoa_SRP,84467901,84468147,15
WDR76,43826980,43868412,15
Y_RNA,43863893,43864005,15
PIN4P1,43875849,43876244,15
TP53BP1,43403061,43510728,15
BUB1B,40161023,40221123,15
POTEB,21846329,21877735,15
NANOGP8,35083410,35085295,15
SEMA6D,47184101,47774228,15
AKAP13,85380571,85749358,15
TUBGCP4,43369221,43409771,15
PPP1R14D,40815451,40828709,15
RPP25,74954418,74956772,15
NPAP1,24675775,24683393,15
VPS13C,61852389,62060473,15
SNX33,75647912,75662301,15
CATSPER2,43628503,43668118,15
TCF12,56918623,57299281,15
DEPDC1P1,31765743,31768201,15
,31787494,31787734,15
,31928303,31928434,15
CHRNA7,31923438,32173018,15
EMC7,34084017,34101862,15
RPL32P2,34085911,34086314,15
PGBD4,34102083,34108686,15
KATNBL1,34140674,34210096,15
EMC4,34225013,34230156,15
,34255286,34257832,15
Y_RNA,34314728,34314828,15
NUTM1,34343315,34357737,15
ACTG1P15,34373541,34374603,15
MIR1233-1,34382069,34382150,15
,34394594,34394931,15
,34409625,34410594,15
,34415450,34420273,15
,89037977,89038286,15
CARMAL,89041223,89082819,15
,89087078,89088377,15
ABHD2,89087459,89202355,15
RNU7-195P,89120779,89120840,15
HMGB1P8,89135547,89136495,15
,89201091,89201768,15
RLBP1,89209869,89221614,15
MIR6766,89326739,89326810,15
POLG-DT,89335053,89336161,15
,89358841,89360377,15
,89361157,89362421,15
MIR9-3,89368017,89368106,15
SLC12A6,34229784,34338060,15
,45152664,45167526,15
,45170344,45199958,15
,45198517,45199139,15
,45200325,45200632,15
,45214448,45215044,15
,45214906,45215033,15
H3P39,45215547,45215943,15
SLC28A2-AS1,45235930,45279251,15
SLC28A2,45252234,45277846,15
,45279423,45280474,15
,45321077,45321692,15
,45330209,45332634,15
RNU6-953P,45354779,45354885,15
GATM,45361124,45402327,15
,45378700,45380123,15
SPATA5L1,45402336,45421415,15
,45430652,45441808,15
MIR147B,45433050,45433129,15
,45448427,45513767,15
SLC30A4,45479606,45522755,15
HMGN2P46,45511136,45586290,15
SNORA41B,45537250,45537377,15
,45558598,45562877,15
DPPA5P2,45566776,45567074,15
,45585757,45586304,15
BLOC1S6,45587214,45615945,15
,45587351,45676314,15
Y_RNA,45591984,45592085,15
SQOR,45631148,45691281,15
,45702640,45703183,15
AHCYP7,50417385,50418692,15
USP8,50424380,50514421,15
RNA5SP395,50463381,50463498,15
,50466738,50467096,15
USP50,50494018,50546708,15
TRPM7,50552473,50686797,15
,50557601,50560500,15
,50648802,50686717,15
RN7SL354P,50688900,50689193,15
,50742702,50743276,15
,50746709,50749829,15
RPL32P30,50798670,50798951,15
MIR549A,80841978,80842073,15
,80896190,80948867,15
,80896191,80909777,15
MESD,80946289,80989828,15
,80990804,80993258,15
MIR4514,80997417,80997473,15
,80999593,80999981,15
CFAP161,81007033,81149179,15
,81060953,81063488,15
ANP32BP3,81117635,81118340,15
,84717474,84746837,15
SLC28A1,84884654,84945798,15
,84913144,84915705,15
RNU6-339P,84938416,84938522,15
RNU6-796P,84939617,84939723,15
,84940504,84941133,15
UBE3A,25333728,25439051,15
ALPK3,84817356,84873479,15
Y_RNA,33722492,33722596,15
,33850538,33851178,15
,33851785,33856809,15
,33858602,33864825,15
AVEN,33858782,34075155,15
CHRM5,33968497,34067458,15
,33972059,33972515,15
,33985406,33988268,15
,33990686,33992048,15
FAM227B,49326962,49620929,15
,49343608,49344254,15
,49353485,49354034,15
,49365124,49366685,15
DTWD1,49621037,49656232,15
,63675146,63713758,15
MIR422A,63870930,63871019,15
,63890030,63890317,15
,63928274,63935953,15
CIAO2A,64072565,64093857,15
SNX1,64094123,64146090,15
Y_RNA,64111458,64111569,15
SNX22,64151715,64157481,15
CSNK1G1,64165525,64356173,15
PCLAF,64364304,64387687,15
TRIP4,64387748,64455303,15
,64470253,64471364,15
GAPDHP61,64528667,64529671,15
,64181180,64381440,15
,30516079,30517867,15
,30540093,30545969,15
RN7SL796P,30560644,30560934,15
DNM1P50,30567822,30571089,15
U8,30581184,30581316,15
,30607695,30608193,15
RN7SL628P,30612724,30612960,15
,30616958,30617749,15
ARHGAP11B-DT,30616998,30625773,15
,30658717,30772993,15
Y_RNA,30673750,30673843,15
GOLGA8UP,30791573,30801859,15
RN7SL82P,30800160,30800396,15
HERC2P10,30815271,30844153,15
FDPSP4,42939310,42940358,15
UBR1,42942897,43106113,15
,43106225,43185779,15
,43109928,43110018,15
RPS3AP47,43115702,43116493,15
TMEM62,43123279,43185144,15
SPCS2P1,43131008,43131686,15
,43179793,43206481,15
,43184079,43185141,15
CCNDBP1,43185118,43197177,15
Y_RNA,43247680,43247781,15
ATP5PDP1,43267904,43268388,15
TGM7,43276271,43302255,15
,43302096,43302772,15
LCMT2,43323649,43330582,15
EPB42,43197227,43221018,15
,51278927,51280015,15
MIR7973-2,51314032,51314107,15
MIR7973-1,51314034,51314109,15
,51315841,51321996,15
GLDN,51341655,51408005,15
,51351100,51351192,15
,51367377,51369110,15
,51414097,51498833,15
DMXL2,51447711,51622833,15
,51455268,51460582,15
SCG3,51681492,51721026,15
,51693216,51695765,15
,51707995,51715220,15
LYSMD2,51723011,51751585,15
,51752485,51756475,15
RYR3,33310962,33866121,15
ADAL,43330672,43354569,15
FBXL22,63597353,63602428,15
PIAS1,68054309,68198603,15
PARP16,65234460,65300618,15
DET1,88494440,88546681,15
SNRPN,24823637,24978723,15
HYPK,43796142,43804427,15
RNF111,58865175,59097419,15
LRRC49,70853239,71053658,15
POTEB3,21405401,21440499,15
PLIN1,89664367,89679427,15
PEX11A,89677764,89690783,15
RPL36AP43,89687937,89688243,15
,81002142,81002279,15
,41825099,41827936,15
JMJD7,41828092,41837581,15
JMJD7-PLA2G4B,41828095,41848155,15
SPTBN5,41848146,41894053,15
RNA5SP393,41851913,41852029,15
MIR4310,41866495,41866551,15
,44516650,44517483,15
EIF3J,44537125,44563029,15
,44557829,44559188,15
Y_RNA,44697333,44697430,15
TRIM69,44728988,44767829,15
,44778196,44778721,15
,44826540,44827094,15
Y_RNA,44843612,44843724,15
CD276,73683966,73714514,15
,73730048,73731711,15
INSYN1-AS1,73752317,73770613,15
,73870949,73873540,15
,60215537,60223272,15
RPL36AP44,60390371,60390682,15
,60404463,60404960,15
,60409234,60409420,15
ICE2,60419609,60479160,15
,60529973,60545159,15
CYCSP38,60558080,60558401,15
WDR93,89690811,89743638,15
,89704665,89705415,15
RNU6-132P,89714232,89714338,15
MRPL15P1,89752296,89753493,15
MESP2,89760591,89778754,15
ANPEP,89784895,89815401,15
AP3S2,89830599,89894638,15
ARPIN-AP3S2,89834308,89912882,15
MIR5094,89850637,89850721,15
,89876540,89877285,15
MIR5009,89883931,89884030,15
RNU6-1111P,89886485,89886591,15
ARPIN,89895006,89912952,15
RNU7-111P,89897576,89897637,15
,89936492,89937005,15
,89950760,89951345,15
ANXA2,60347134,60402883,15
RNU6-667P,79817349,79817450,15
,79832466,79833554,15
MTHFS,79833585,79897379,15
,79843547,79844304,15
ST20-MTHFS,79845150,79923754,15
,79875920,79878179,15
,79894502,79896695,15
,79920195,79922455,15
ST20-AS1,79922771,79926993,15
,79923142,79923490,15
,79944498,79945578,15
,79984151,79985724,15
,80014157,80015707,15
Metazoa_SRP,80057425,80057684,15
ZFAND6,80059568,80138393,15
BCL2A1,79960892,79971196,15
,64943240,64943672,15
,64950916,64951435,15
SPG21,64963022,64990310,15
MTFMT,65001512,65029639,15
,65026088,65026676,15
SLC51B,65045387,65053397,15
,65049188,65049802,15
RASL12,65053337,65076690,15
,65083042,65083663,15
,65105534,65105800,15
PDCD7,65117379,65133808,15
CLPX,65148219,65185342,15
CILP,65194760,65211473,15
,65226472,65226697,15
RNU6-686P,65229861,65229967,15
SNORA24B,65285461,65285591,15
RNU5A-1,65296051,65296166,15
MIR4508,23562062,23562131,15
MAGEL2,23643549,23647867,15
NDN,23685400,23687305,15
,23757115,23856375,15
RNU6-741P,23777437,23777543,15
PAQR5-DT,69278328,69298795,15
,69278675,69295322,15
PAQR5,69298912,69407780,15
,69391192,69392149,15
KIF23-AS1,69396904,69415029,15
Y_RNA,69406441,69406552,15
,69434466,69435120,15
RPLP1,69452814,69456205,15
U3,69457941,69458149,15
LINC02896,69458522,69461806,15
,69564724,69565790,15
KIF23,69414246,69448427,15
MAPK6-DT,52010999,52019095,15
,52017167,52018032,15
,52033707,52035625,15
,52056675,52100523,15
,52082302,52086574,15
,52095295,52095747,15
,52116574,52122131,15
,52124561,52140246,15
Y_RNA,52162751,52162852,15
CERNA1,52179999,52206915,15
MYO5C,52192322,52295804,15
MIR1266,52277117,52277200,15
EEF1B2P1,52505191,52505862,15
ARPP19,52547045,52569883,15
,52577842,52598709,15
,52648634,52649866,15
,52679474,52690077,15
RPSAP55,52885595,52886470,15
EEF1A1P22,52937139,52938518,15
SELENOS,101270817,101277500,15
SNRPA1-DT,101295419,101305737,15
,101299656,101301648,15
PCSK6-AS1,101334437,101337428,15
KBTBD13,65076746,65079948,15
,101116603,101117546,15
,101168530,101170821,15
CHSY1,101175727,101252048,15
,101495052,101495567,15
,101522597,101524739,15
,101527581,101528349,15
SNRPCP18,101562536,101562974,15
,101580893,101581556,15
LINC02348,101602786,101614531,15
TM2D3,101621444,101652391,15
RNU6-807P,101648206,101648312,15
TARS3,101653596,101724473,15
PCSK6,101289784,101525202,15
,55056723,55092177,15
,55171378,55176739,15
,55288849,55289346,15
PIGBOS1,55317184,55319161,15
PIGB,55318960,55355648,15
,55343141,55343575,15
,55346347,55346752,15
MIR628,55372940,55373034,15
RSL24D1,55180806,55197049,15
CHP1,41230839,41281887,15
OIP5-AS1,41283990,41309737,15
,41284007,41380996,15
OIP5,41309273,41332591,15
NUSAP1,41320794,41381050,15
,41343080,41344225,15
NDUFAF1,41387218,41409403,15
RNU6-1169P,41448742,41448844,15
ITPKA,41493393,41503551,15
LTK,41503637,41513887,15
RPAP1,41517176,41544269,15
ELOCP2,41557027,41557435,15
TYRO3,41557675,41583589,15
,41609457,41630908,15
LINC02352,31215622,31224445,15
KLF13,31326835,31435665,15
UBE2CP4,31420128,31420662,15
,31453201,31454139,15
,78831041,78832021,15
RPL21P116,78863247,78863729,15
RNU6-415P,78898840,78898936,15
,78906127,78906809,15
RASGRF1,78959906,79090780,15
,78978889,78985926,15
CTSH,78921058,78949574,15
MKRN3,23565674,23630075,15
FGF7,49423237,49488775,15
,29609676,29611212,15
TUBBP8,29612570,29614274,15
,29664477,29669482,15
,29728186,29729531,15
HMGN2P5,29730713,29730985,15
,29822631,29824081,15
NCAPGP2,30005205,30006430,15
,30005443,30045848,15
SERF2,43777087,43804427,15
ZNF106,42412823,42491141,15
PYGO1,55538884,55588947,15
GNB5,52115100,52191392,15
GABPB1,50275389,50355408,15
LINGO1,77613027,77820900,15
C15orf48,45430579,45448761,15
,88797413,88798734,15
HAPLN3,88877294,88895597,15
,88952683,88953460,15
KRT18P47,88960070,88961046,15
ACAN,88803436,88875353,15
,99791127,99792847,15
RN7SL484P,99791209,99791410,15
,99805793,99916818,15
,99970215,99974010,15
,99976481,99980774,15
RNA5SP402,100074081,100074190,15
,100126106,100129743,15
SPATA41,100344047,100350725,15
CERS3-AS1,100372936,100437914,15
,100547765,100550153,15
RNU6-322P,100551820,100551922,15
PRKXP1,100553529,100558954,15
,100558677,100559798,15
RNU6-181P,100560686,100560792,15
,66919811,66931755,15
LINC02206,66931537,66956518,15
HMGN2P47,67000814,67001085,15
SMAD3,67063763,67195173,15
,67142734,67146939,15
AAGAB,67200667,67255195,15
RPS24P16,67232446,67232837,15
TJP1,29699367,29968915,15
ADAMTS17,99971437,100342005,15
LINS1,100559369,100603230,15
ASB7,100602589,100651701,15
Y_RNA,100638363,100638457,15
,100645434,100646655,15
CERS3,100400395,100544995,15
,90650631,90651103,15
LINC01585,90660207,90664967,15
SNORD18,90755243,90755312,15
,90811528,90815544,15
RN7SL363P,90855935,90856207,15
FES,90883695,90895776,15
BLM,90717346,90816166,15
FURIN,90868588,90883564,15
ISG20,88635670,88656483,15
PPIB,64155740,64163134,15
CPEB1-AS1,82647770,82692820,15
AP3B2,82659281,82710112,15
,82691723,82692358,15
,82710471,82714029,15
ACTG1P17,82725873,82738904,15
,82738386,82739122,15
,82744223,82750289,15
,82749252,82750455,15
SNHG21,82750564,82757206,15
,82752884,82757208,15
FSD2,82755362,82806070,15
SCARNA15,82755945,82756071,15
WHAMM,82809628,82836108,15
SENP8,72114258,72143692,15
,72134641,72135436,15
,72140504,72155459,15
GRAMD2A,72159806,72197787,15
PARP6,72241181,72272999,15
,72266746,72319946,15
,72278867,72351794,15
CELF6,72284727,72320157,15
,72284727,72375981,15
RPL12P35,72379215,72379710,15
ARID3B,74541206,74598131,15
,74598919,74599397,15
,74613194,74615596,15
RNU6-231P,85821855,85821957,15
MIR548AP,85825635,85825730,15
,85958717,85958971,15
LINC01584,86078809,86116747,15
RNA5SP400,86138269,86138379,15
,86139838,86140240,15
,86173198,86173270,15
AGBL1-AS1,86295649,86317173,15
,86630266,86631136,15
,86932880,86946331,15
,86938797,86988426,15
AGBL1,86079871,87049169,15
TMOD2,51751597,51816363,15
,68184032,68229718,15
CLN6,68206992,68257211,15
HMGN2P40,68254549,68254939,15
,68267792,68277994,15
RNU6-1108P,44927600,44927703,15
RNU6-1332P,44962830,44962933,15
RNU6-966P,44973558,44973661,15
RNU1-78P,45002864,45003028,15
,44914802,44930622,15
,44919376,44920820,15
TERB2,44956687,44979229,15
,44970035,44971178,15
INSYN1,73735458,73753351,15
EXD1,41182725,41230757,15
PLA2G4B,41837775,41848147,15
ZNF280D,56630176,56734086,15
BCL2L10,52109263,52112775,15
NEDD4,55826922,55993660,15
,28857882,28858398,15
,28881667,28884655,15
,28970196,28977464,15
,29233673,29235137,15
,29233868,29233979,15
NSMCE3,29264989,29269822,15
APBA2,28884483,29118315,15
SORD,45023147,45077185,15
,45041716,45058707,15
Y_RNA,45047103,45047215,15
,45073492,45074048,15
DUOX2,45092650,45114172,15
DUOXA2,45114326,45118421,15
DUOX1,45129933,45165576,15
,36341739,36344166,15
,36438972,36471016,15
COX6CP4,36571985,36572212,15
,36613474,36614198,15
LARP4P,36617089,36619265,15
TPST2P1,36626674,36627775,15
,36641186,36669097,15
CSNK1A1P1,36798596,36818459,15
U3,36852640,36852859,15
MIR8063,36972821,36972901,15
CDIN1,36579626,36810248,15
MIR630,72587217,72587313,15
,72589691,72591845,15
,72604399,72605008,15
,72605183,72612326,15
LINC02259,72608481,72636962,15
,72615810,72618250,15
,72638821,72640125,15
RN7SL853P,72664577,72664799,15
HIGD2B,72675798,72686182,15
,72682266,72682904,15
BBS4,72686179,72738475,15
ADPGK-AS1,72782835,72798199,15
,72858354,72887128,15
NPM1P42,72899399,72900260,15
ADPGK,72751294,72785846,15
FABP5P8,83044368,83044771,15
MIR4515,83067335,83067415,15
,83095333,83108754,15
TM6SF1,83107572,83144854,15
HDGFL3,83112738,83207823,15
,83113617,83114566,15
BNC1,83255884,83284664,15
MIR626,41691585,41691678,15
,41718370,41718672,15
,41770756,41772732,15
MAPKBP1,41774434,41827855,15
ONECUT1,52755053,52791078,15
SPG11,44554818,44663688,15
,81303215,81309391,15
STARD5,81309053,81324183,15
,81315806,81321258,15
TMC3,81331088,81374213,15
,81335577,81336119,15
,81385390,81385774,15
,81403026,81403570,15
RPS12P26,90206572,90206967,15
,90234200,90265462,15
,90249556,90272208,15
NGRN,90265659,90275778,15
,90266317,90314499,15
,90275129,90275716,15
,90281848,90282031,15
,90281858,90282270,15
,90284376,90285580,15
,101903154,101903204,15
OR4G6P,101937591,101938470,15
FAM138E,101954885,101956412,15
,101959539,101961408,15
MIR1302-10,101960459,101960596,15
MIR6859-3,101973524,101973591,15
FAH,80152490,80186946,15
,80165923,80166980,15
CTXND1,80195481,80252213,15
DUT-AS1,48312353,48331856,15
Y_RNA,48325558,48325671,15
DUT,48331011,48343373,15
FBN1,48408313,48645721,15
,48524308,48526051,15
,48528980,48529728,15
FBN1-DT,48645951,48652016,15
,48662531,48663056,15
,48725338,48725827,15
,48729080,48729844,15
CD24P2,56071421,56071639,15
RFX7,56087280,56245082,15
,56192353,56193262,15
,56248787,56249127,15
RNU6-1287P,56274530,56274636,15
HMGB1P33,56323193,56323719,15
,30882267,30883231,15
FAN1,30890559,30943108,15
,30899480,30900327,15
MTMR10,30938941,30991628,15
RNU6-466P,30956248,30956350,15
,30992171,31042302,15
MIR211,31065032,31065141,15
TRPM1,31001061,31161273,15
TMEM202,72398302,72408367,15
PHB1P20,72450657,72451474,15
,72465128,72466262,15
HEXA,72340924,72376420,15
ZNF710,90001324,90082206,15
MIR3174,90006755,90006841,15
,90024955,90026003,15
ZNF710-AS1,90074512,90082207,15
U7,90076424,90076486,15
IDH2,90083045,90102477,15
IDH2-DT,90102649,90138016,15
GABARAPL3,90347587,90349437,15
GABARAPL3,90348844,90349197,15
ZNF774,90352284,90369146,15
NDUFA3P4,90385814,90386063,15
IQGAP1,90388242,90502239,15
,90393490,90397881,15
,90595840,90596447,15
,90604225,90614558,15
,90630535,90631755,15
HSPE1P3,90634725,90635033,15
SPINT1,40844018,40858207,15
CLK3,74598500,74645414,15
CALML4,68190705,68206079,15
SH2D7,78077808,78104370,15
SERINC4,43794162,43800220,15
TBC1D2B,77984036,78077724,15
FAM189A1,29120252,29570979,15
ANKRD63,40278372,40283064,15
CSK,74782080,74803197,15
GDPGP1,90233808,90245811,15
GOLGA2P8,90291962,90295683,15
,79989905,79990606,15
RNU6-449P,53764204,53764310,15
,53837271,53837560,15
,53910769,53914712,15
,53946709,53984010,15
,54048588,54050876,15
HNRNPA1P74,54320731,54321565,15
UNC13C,53978201,54628707,15
IL16,81159575,81314058,15
PEAK1,77100656,77420144,15
FAM214A,52581317,52709817,15
DUOXA1,45117366,45129938,15
IMP3,75639085,75648706,15
CPEB1,82543201,82648861,15
PATL2,44665732,44711323,15
ANKRD34C,79282722,79298239,15
HNRNPLP2,34489002,34490571,15
FSCN1P1,34494420,34495900,15
DNM1P5,34520608,34521791,15
GOLGA8B,34525095,34588503,15
MIR1233-2,34528290,34528371,15
,34555870,34556820,15
,34597458,34597558,15
LINC02252,34651135,34671095,15
,34657736,34670512,15
LINC01852,38068812,38072990,15
TMCO5A,37921939,37967724,15
BCAR1P1,20073699,20074334,15
RN7SL584P,20095733,20096029,15
,20128745,20147953,15
,20141794,20146430,15
BMS1P15,20153776,20160826,15
RHPN2P1,20228620,20277503,15
GOLGA6L4,84235773,84245358,15
DIS3L-AS1,66278498,66293357,15
DIS3L,66293217,66333898,15
,66314914,66331703,15
TIPIN,66336191,66386746,15
SCARNA14,66347207,66347342,15
Y_RNA,66348276,66348375,15
RPL9P25,66379337,66379915,15
MAP2K1,66386837,66491656,15
ATP5MFP6,66414933,66415198,15
RPL35AP32,66446455,66446777,15
,66488658,66492109,15
SNAPC5,66490135,66497780,15
MIR4512,66496958,66497034,15
RPL4,66498015,66524532,15
SNORD18C,66501250,66501318,15
,66502019,66502089,15
SNORD18B,66502020,66502091,15
SNORD16,66502812,66502910,15
SNORD18A,66503243,66503314,15
ZWILCH,66504959,66550130,15
LINC01169,66582190,66685794,15
,66740445,66741151,15
LINC02256,32536047,32587613,15
,32583612,32584312,15
ARHGAP11A-DT,32585524,32615158,15
RN7SL286P,32602121,32602411,15
ARHGAP11A,32615144,32639941,15
,32624106,32641615,15
SCG5-AS1,32656084,32673065,15
GREM1-AS1,32717270,32719007,15
GREM1,32718004,32745106,15
,32836983,32837326,15
GOLGA8H,30604028,30617752,15
SLC24A5,48120990,48142672,15
CTXN2,48178122,48203758,15
SLC12A1,48178438,48304078,15
CTXN2-AS1,48187121,48191691,15
,48192191,48201684,15
UBAP1L,65092760,65115200,15
,30223017,30225564,15
,30282533,30288389,15
,30344307,30348236,15
,30380353,30386987,15
,30395146,30396368,15
,30487963,30490313,15
MPHOSPH10P3,30507377,30513698,15
CHRFAM7A,30360566,30393849,15
,30361751,30366788,15
RPL41P2,28315651,28316059,15
HERC2P1,28332237,28336609,15
,28346490,28346647,15
MPHOSPH10P7,28362796,28365731,15
GOLGA8F,28378621,28392021,15
ABCB10P3,28402868,28405033,15
,28416449,28416674,15
,28422172,28422373,15
,28444144,28444264,15
,28454660,28457783,15
,28473322,28473448,15
,28494975,28495182,15
ABCB10P4,28506625,28508808,15
,28545912,28549777,15
,28564986,28565152,15
HERC2P11,28575019,28579400,15
HERC2,28111040,28322179,15
,28679405,28682252,15
RN7SL719P,28703554,28703790,15
GOLGA8M,28719377,28738431,15
,28763440,28764151,15
,28789199,28789486,15
,28830619,28831182,15
MPHOSPH10P6,23337985,23341848,15
,23403848,23407335,15
HERC2P6,23430839,23435212,15
TLNRD1,81000923,81005788,15
MEGF11,65895079,66253756,15
MIR4311,66040233,66040332,15
,30750406,30759859,15
INAFM2,40323692,40326715,15
RNA5SP392,40331537,40331648,15
PHGR1,40351033,40356434,15
DISP2,40358219,40378621,15
,40368925,40369640,15
BAHD1,40439721,40468236,15
,40453444,40454639,15
,40464193,40466726,15
